               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.028512,            0.016699,           0.0068018,             0.60735,             0.57825,             0.60044,             0.38722,            0.034753,            0.006896,           0.0082318,           0.0044129,           0.0044129,           0.0044129
                  59,            0.027176,            0.015723,           0.0076955,             0.64108,             0.61267,             0.61541,             0.38436,            0.033884,           0.0066882,           0.0086835,           0.0043149,           0.0043149,           0.0043149
                  60,            0.029681,            0.016811,           0.0077018,             0.62528,             0.60784,             0.63801,             0.39153,            0.033753,           0.0067097,           0.0073977,           0.0042168,           0.0042168,           0.0042168
                  61,             0.02757,            0.015747,           0.0067114,             0.61974,              0.6247,             0.59968,             0.37767,            0.033561,           0.0064822,           0.0096932,           0.0041188,           0.0041188,           0.0041188
                  62,            0.027594,            0.016491,           0.0074316,             0.62584,             0.60454,             0.60935,             0.38545,            0.033777,           0.0064084,           0.0089389,           0.0040208,           0.0040208,           0.0040208
                  63,            0.028573,             0.01642,           0.0081651,             0.66595,             0.59366,             0.64662,             0.40376,            0.033286,           0.0065552,           0.0093501,           0.0039228,           0.0039228,           0.0039228
                  64,            0.026624,            0.016506,           0.0067643,             0.66785,             0.59925,              0.6174,             0.38626,            0.033241,           0.0066493,           0.0082922,           0.0038248,           0.0038248,           0.0038248
                  65,            0.026919,            0.016412,           0.0066137,             0.64407,             0.60754,             0.61671,             0.38564,            0.033727,           0.0066748,           0.0077616,           0.0037267,           0.0037267,           0.0037267
                  66,            0.028551,            0.016384,           0.0060624,             0.64632,              0.6135,             0.62567,             0.39311,            0.034045,           0.0066463,           0.0086092,           0.0036287,           0.0036287,           0.0036287
                  67,            0.026876,            0.016034,           0.0072705,             0.64824,             0.59811,             0.61359,             0.38413,            0.033907,           0.0067054,           0.0085666,           0.0035307,           0.0035307,           0.0035307
                  68,             0.02624,            0.016006,           0.0065545,              0.6278,             0.62471,             0.61761,             0.38634,            0.034894,           0.0068151,           0.0087253,           0.0034327,           0.0034327,           0.0034327
                  69,            0.028768,            0.016058,           0.0078974,             0.63323,             0.58024,             0.58462,             0.38117,            0.033326,           0.0067242,              0.0138,           0.0033347,           0.0033347,           0.0033347
                  70,            0.027144,            0.015735,           0.0068485,             0.58936,             0.61098,             0.60083,             0.38675,            0.033184,           0.0065927,            0.011293,           0.0032366,           0.0032366,           0.0032366
                  71,            0.027101,            0.016374,           0.0069624,             0.61307,             0.62099,             0.59168,             0.36741,             0.03344,           0.0065486,           0.0097951,           0.0031386,           0.0031386,           0.0031386
                  72,            0.026898,            0.016133,           0.0063836,             0.63321,              0.6119,             0.59952,             0.37414,            0.033408,            0.006647,           0.0091378,           0.0030406,           0.0030406,           0.0030406
                  73,             0.02737,            0.015753,           0.0053563,             0.58213,             0.58368,             0.58905,             0.36649,            0.033427,           0.0068254,           0.0085687,           0.0029426,           0.0029426,           0.0029426
                  74,            0.024286,            0.015476,           0.0057465,             0.62688,             0.58984,             0.63095,             0.39508,            0.033991,           0.0067375,           0.0085935,           0.0028446,           0.0028446,           0.0028446
                  75,            0.026278,            0.015588,            0.007878,             0.67108,              0.5698,             0.62071,             0.39877,            0.034151,           0.0065266,           0.0084565,           0.0027465,           0.0027465,           0.0027465
                  76,            0.025367,            0.015841,           0.0051681,             0.62164,             0.61956,             0.62232,             0.39864,            0.033841,           0.0066547,           0.0072998,           0.0026485,           0.0026485,           0.0026485
                  77,            0.024932,            0.015451,           0.0061374,             0.65699,             0.62241,             0.63284,             0.39098,            0.032538,           0.0067074,           0.0084284,           0.0025505,           0.0025505,           0.0025505
                  78,            0.026236,            0.015821,           0.0061252,             0.69066,             0.59196,             0.63745,              0.3972,            0.033381,           0.0066999,           0.0099892,           0.0024525,           0.0024525,           0.0024525
                  79,            0.024607,             0.01564,           0.0055807,             0.63931,             0.59249,             0.62407,             0.38403,            0.033024,           0.0070027,            0.010226,           0.0023545,           0.0023545,           0.0023545
                  80,             0.02454,             0.01526,           0.0050517,             0.63264,             0.62919,              0.6122,             0.39754,            0.033096,           0.0068808,            0.010134,           0.0022564,           0.0022564,           0.0022564
