               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  77,            0.015635,            0.013803,           0.0074741,             0.75256,             0.71604,              0.7604,             0.52437,            0.019145,           0.0056261,            0.013855,           0.0025505,           0.0025505,           0.0025505
                  78,            0.014979,            0.013129,           0.0080049,             0.72906,             0.70422,             0.76219,             0.52364,            0.019143,           0.0057052,            0.011812,           0.0024525,           0.0024525,           0.0024525
                  79,            0.015607,            0.014043,           0.0073543,             0.73488,             0.67089,             0.74407,             0.51482,            0.018617,           0.0059075,             0.01229,           0.0023545,           0.0023545,           0.0023545
                  80,            0.014763,            0.013383,           0.0070201,             0.73751,             0.67604,             0.72745,             0.50294,            0.019673,             0.00585,            0.013672,           0.0022564,           0.0022564,           0.0022564
                  81,             0.01656,            0.013855,           0.0079433,             0.74734,             0.65809,             0.72703,             0.49739,            0.019668,           0.0056335,            0.012339,           0.0021584,           0.0021584,           0.0021584
                  82,            0.014674,            0.013759,           0.0068916,             0.72902,             0.66295,             0.71975,             0.49636,            0.019009,           0.0056399,            0.012878,           0.0020604,           0.0020604,           0.0020604
                  83,            0.014402,            0.013274,           0.0071035,             0.75842,             0.64922,             0.73494,              0.5113,            0.018403,           0.0056071,            0.012263,           0.0019624,           0.0019624,           0.0019624
                  84,            0.014212,             0.01296,           0.0065714,             0.64066,             0.70201,             0.71509,             0.50013,            0.019156,           0.0056323,            0.011021,           0.0018644,           0.0018644,           0.0018644
                  85,            0.015427,            0.013678,           0.0074833,             0.67171,             0.63756,             0.67421,             0.45624,            0.019349,           0.0057106,            0.012167,           0.0017663,           0.0017663,           0.0017663
                  86,            0.016568,            0.013194,           0.0071207,             0.73569,             0.62099,             0.69867,             0.46717,            0.019105,           0.0057431,            0.013194,           0.0016683,           0.0016683,           0.0016683
                  87,            0.015164,            0.013557,           0.0067423,             0.78292,             0.64648,             0.73263,             0.49128,            0.019308,           0.0058167,            0.014596,           0.0015703,           0.0015703,           0.0015703
                  88,            0.014061,             0.01323,           0.0065376,             0.70672,             0.69776,             0.73511,             0.50147,            0.019094,           0.0057488,            0.013949,           0.0014723,           0.0014723,           0.0014723
                  89,            0.014121,            0.013115,           0.0064337,             0.72858,             0.72099,             0.76196,             0.51539,            0.018601,           0.0057956,            0.013716,           0.0013743,           0.0013743,           0.0013743
                  90,            0.012667,            0.012637,            0.004918,             0.79497,             0.70551,             0.76073,             0.52539,            0.019327,           0.0058501,            0.013234,           0.0012762,           0.0012762,           0.0012762
                  91,            0.014219,            0.013076,           0.0059571,             0.75568,             0.68497,             0.75746,             0.52245,            0.020838,           0.0056966,            0.014085,           0.0011782,           0.0011782,           0.0011782
                  92,            0.013633,            0.012899,           0.0062333,             0.72823,             0.72272,              0.7675,             0.52366,            0.020784,           0.0056337,            0.014079,           0.0010802,           0.0010802,           0.0010802
                  93,             0.01481,            0.012429,            0.006453,             0.74716,             0.69314,              0.7665,             0.53001,            0.020693,           0.0057114,             0.01309,          0.00098218,          0.00098218,          0.00098218
                  94,            0.013269,            0.013326,           0.0063155,             0.73732,             0.68099,             0.75789,             0.52804,            0.020084,           0.0058194,            0.012532,          0.00088416,          0.00088416,          0.00088416
                  95,            0.014615,            0.013198,           0.0059016,             0.73568,             0.70388,             0.76653,             0.53111,            0.019931,           0.0058003,            0.013014,          0.00078614,          0.00078614,          0.00078614
                  96,            0.016772,            0.012663,           0.0062973,             0.77475,             0.70284,             0.77517,             0.52979,            0.019905,           0.0057576,            0.013649,          0.00068812,          0.00068812,          0.00068812
                  97,             0.01322,            0.013567,           0.0057079,             0.73366,             0.71295,             0.76086,             0.53506,             0.01943,           0.0056954,            0.013663,           0.0005901,           0.0005901,           0.0005901
                  98,            0.012608,            0.012129,           0.0053963,              0.7299,             0.70651,              0.7638,             0.51992,            0.019409,           0.0056752,            0.013273,          0.00049208,          0.00049208,          0.00049208
                  99,            0.013502,            0.012866,           0.0055753,             0.73075,              0.6826,             0.75881,             0.51568,            0.019505,           0.0057317,            0.012394,          0.00039406,          0.00039406,          0.00039406
                 100,            0.012213,            0.012464,           0.0045609,             0.73935,             0.69762,              0.7557,             0.51796,            0.019249,           0.0057468,            0.011748,          0.00029604,          0.00029604,          0.00029604
