               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  46,            0.014452,            0.011703,           0.0079546,             0.74481,             0.79803,              0.7892,             0.60087,           0.0058262,           0.0036795,           0.0059753,           0.0055891,           0.0055891,           0.0055891
                  47,            0.014239,            0.011819,            0.008368,             0.75514,              0.7977,             0.79883,             0.58709,           0.0063852,           0.0037037,           0.0057199,           0.0054911,           0.0054911,           0.0054911
                  48,            0.012472,            0.011803,           0.0074919,             0.73056,             0.82182,             0.81334,              0.6342,           0.0059266,            0.003513,           0.0053708,           0.0053931,           0.0053931,           0.0053931
                  49,            0.012028,            0.011666,           0.0066995,             0.69248,             0.81634,             0.80464,             0.62753,           0.0054609,            0.003603,           0.0057672,            0.005295,            0.005295,            0.005295
                  50,            0.013764,            0.011786,            0.008589,             0.65443,              0.8114,             0.78662,             0.60792,           0.0058501,           0.0038945,           0.0061011,            0.005197,            0.005197,            0.005197
                  51,            0.012058,            0.011823,           0.0077125,             0.68289,             0.73136,             0.75648,             0.59521,           0.0053506,           0.0035421,           0.0069247,            0.005099,            0.005099,            0.005099
                  52,            0.011397,            0.011245,           0.0072105,             0.77821,             0.75702,             0.81142,             0.63155,           0.0055634,           0.0035841,           0.0054108,            0.005001,            0.005001,            0.005001
                  53,            0.013619,            0.011187,           0.0086271,             0.74029,             0.78673,             0.80573,             0.64296,           0.0052761,           0.0035817,           0.0055908,            0.004903,            0.004903,            0.004903
                  54,            0.012591,            0.011536,           0.0071176,             0.79364,             0.77604,             0.80932,             0.62171,           0.0055203,           0.0035916,           0.0057257,            0.004805,            0.004805,            0.004805
                  55,            0.014328,            0.011912,           0.0073251,             0.76306,             0.81305,             0.80964,              0.5961,           0.0058258,           0.0038909,           0.0059961,           0.0047069,           0.0047069,           0.0047069
                  56,            0.012229,            0.011473,           0.0073718,             0.72407,             0.76562,             0.77023,             0.60705,           0.0055277,           0.0036571,            0.006543,           0.0046089,           0.0046089,           0.0046089
                  57,            0.012475,            0.011194,           0.0070869,             0.74721,             0.76908,             0.78152,             0.61609,           0.0054487,           0.0035401,           0.0068823,           0.0045109,           0.0045109,           0.0045109
                  58,             0.01236,            0.011115,            0.007136,             0.65271,             0.81183,             0.76989,             0.60182,           0.0054772,           0.0035557,           0.0070883,           0.0044129,           0.0044129,           0.0044129
                  59,            0.013679,            0.011757,           0.0074826,             0.70806,             0.85456,             0.80332,             0.62895,           0.0051797,           0.0038225,           0.0057776,           0.0043149,           0.0043149,           0.0043149
                  60,            0.011194,              0.0108,           0.0059581,             0.72082,             0.87418,             0.82158,             0.64787,           0.0051765,           0.0036894,           0.0055196,           0.0042168,           0.0042168,           0.0042168
                  61,            0.013112,            0.011667,           0.0070811,              0.7442,             0.80071,             0.80058,             0.63212,           0.0053474,           0.0035989,           0.0062485,           0.0041188,           0.0041188,           0.0041188
                  62,            0.011728,            0.011538,           0.0066798,             0.69196,             0.80811,             0.78899,             0.62729,           0.0054263,           0.0037012,           0.0065115,           0.0040208,           0.0040208,           0.0040208
                  63,            0.013206,            0.010999,            0.007745,             0.76062,             0.81113,             0.80614,             0.64286,           0.0054431,           0.0035564,           0.0056607,           0.0039228,           0.0039228,           0.0039228
                  64,            0.011548,            0.011175,           0.0072407,              0.7542,              0.8602,             0.84186,             0.65503,           0.0053529,           0.0035236,           0.0054144,           0.0038248,           0.0038248,           0.0038248
                  65,            0.010625,            0.010954,           0.0068349,             0.76844,             0.80708,             0.81942,             0.62518,           0.0056457,           0.0036671,           0.0058563,           0.0037267,           0.0037267,           0.0037267
                  66,             0.01172,            0.011055,           0.0068173,             0.77501,             0.79359,             0.81397,             0.63853,           0.0054625,           0.0037347,           0.0058263,           0.0036287,           0.0036287,           0.0036287
                  67,            0.012668,            0.011243,            0.006393,             0.83263,             0.75843,             0.82663,             0.65139,           0.0053847,           0.0034654,           0.0058463,           0.0035307,           0.0035307,           0.0035307
                  68,            0.011529,            0.011016,           0.0059962,             0.73384,             0.81958,             0.83801,             0.66658,           0.0055675,           0.0034855,           0.0058804,           0.0034327,           0.0034327,           0.0034327
                  69,            0.012509,            0.011227,           0.0067966,             0.72599,             0.84527,             0.82535,             0.66639,           0.0051325,           0.0034498,           0.0061444,           0.0033347,           0.0033347,           0.0033347
                  70,            0.012734,            0.010952,           0.0066167,             0.79131,             0.76398,             0.80992,             0.65855,           0.0050956,           0.0034246,           0.0062717,           0.0032366,           0.0032366,           0.0032366
                  71,            0.011425,            0.010825,            0.005656,             0.78533,             0.77676,             0.80635,             0.64103,           0.0052461,           0.0034944,           0.0064661,           0.0031386,           0.0031386,           0.0031386
                  72,             0.01243,            0.010817,           0.0058457,             0.75935,             0.81376,             0.79898,             0.63461,           0.0054531,           0.0034978,           0.0065436,           0.0030406,           0.0030406,           0.0030406
                  73,            0.011001,            0.010195,           0.0061483,             0.78012,             0.78152,             0.80205,             0.62973,           0.0054455,           0.0034802,            0.006767,           0.0029426,           0.0029426,           0.0029426
                  74,            0.011237,            0.010833,           0.0061582,              0.8006,             0.76754,             0.80176,             0.63517,           0.0053629,           0.0035946,           0.0067761,           0.0028446,           0.0028446,           0.0028446
                  75,            0.011454,            0.011016,           0.0055246,             0.74639,              0.7853,              0.8118,             0.63725,           0.0055292,           0.0037554,           0.0063179,           0.0027465,           0.0027465,           0.0027465
                  76,            0.011092,            0.010743,           0.0048155,             0.72992,             0.84034,             0.81915,             0.63814,           0.0055637,           0.0038891,           0.0057892,           0.0026485,           0.0026485,           0.0026485
                  77,            0.013032,             0.01138,           0.0068705,             0.75842,             0.83065,             0.81855,             0.65097,            0.005147,           0.0036309,           0.0058047,           0.0025505,           0.0025505,           0.0025505
                  78,           0.0097194,            0.010375,           0.0047413,               0.735,              0.8204,             0.82048,             0.65583,           0.0051585,           0.0035939,           0.0061409,           0.0024525,           0.0024525,           0.0024525
                  79,            0.011461,            0.010734,           0.0050469,             0.73405,             0.83654,             0.80749,              0.6315,           0.0054194,           0.0036321,           0.0061772,           0.0023545,           0.0023545,           0.0023545
                  80,            0.011196,            0.010746,           0.0051355,             0.79475,             0.81746,             0.79933,             0.63759,           0.0054105,           0.0035634,           0.0067535,           0.0022564,           0.0022564,           0.0022564
                  81,            0.011627,            0.010102,           0.0051497,              0.7791,             0.83831,             0.82349,             0.65871,           0.0054454,           0.0035821,           0.0061942,           0.0021584,           0.0021584,           0.0021584
                  82,            0.010725,            0.010607,           0.0047549,             0.71155,             0.84321,             0.81761,             0.65311,           0.0054341,           0.0035569,           0.0064362,           0.0020604,           0.0020604,           0.0020604
                  83,            0.010268,            0.010485,           0.0046774,             0.80516,             0.79317,             0.82901,             0.66553,           0.0052458,           0.0035943,           0.0061002,           0.0019624,           0.0019624,           0.0019624
                  84,            0.010579,            0.010304,           0.0054867,             0.78331,             0.82356,             0.81826,             0.64718,           0.0055251,           0.0037145,           0.0062729,           0.0018644,           0.0018644,           0.0018644
                  85,            0.010729,            0.010339,           0.0049955,             0.74162,             0.80757,             0.80594,             0.63823,            0.005454,           0.0036474,           0.0074083,           0.0017663,           0.0017663,           0.0017663
                  86,            0.010512,           0.0099087,           0.0048165,             0.69934,             0.82665,             0.79156,             0.62377,           0.0054383,           0.0035917,           0.0074905,           0.0016683,           0.0016683,           0.0016683
                  87,            0.010902,             0.01043,           0.0049409,             0.73844,             0.78125,             0.80427,              0.6452,           0.0053438,            0.003584,           0.0072687,           0.0015703,           0.0015703,           0.0015703
                  88,            0.010064,            0.010656,           0.0045644,             0.73698,             0.81516,              0.8161,             0.66615,           0.0051847,           0.0035433,           0.0066537,           0.0014723,           0.0014723,           0.0014723
                  89,           0.0097933,            0.010198,            0.004924,             0.73975,             0.81536,             0.82843,             0.67111,           0.0052289,           0.0035662,           0.0065022,           0.0013743,           0.0013743,           0.0013743
                  90,           0.0096007,            0.010498,            0.003952,             0.72111,             0.88434,             0.82135,             0.66704,           0.0052154,           0.0035162,           0.0066626,           0.0012762,           0.0012762,           0.0012762
                  91,            0.010587,            0.010615,           0.0039977,             0.75824,             0.79221,             0.80702,             0.65176,           0.0054006,           0.0035643,           0.0065848,           0.0011782,           0.0011782,           0.0011782
                  92,            0.010237,           0.0098148,           0.0041132,             0.73854,             0.83371,             0.80696,             0.64366,           0.0055564,           0.0036417,           0.0062219,           0.0010802,           0.0010802,           0.0010802
                  93,           0.0098209,            0.010407,           0.0037324,             0.75184,             0.81661,             0.80931,             0.64162,           0.0054735,           0.0036334,            0.006382,          0.00098218,          0.00098218,          0.00098218
                  94,            0.010532,            0.010771,            0.003966,             0.75247,             0.80276,             0.80616,             0.64166,           0.0054169,           0.0036291,           0.0065944,          0.00088416,          0.00088416,          0.00088416
                  95,            0.010527,             0.01013,           0.0051054,             0.75971,             0.80784,             0.81165,             0.64506,            0.005392,           0.0036191,           0.0065276,          0.00078614,          0.00078614,          0.00078614
                  96,            0.010639,           0.0098546,           0.0041707,              0.7274,             0.85346,             0.81866,             0.65101,           0.0054233,           0.0036652,           0.0062009,          0.00068812,          0.00068812,          0.00068812
                  97,            0.010372,            0.010585,           0.0041912,             0.77661,             0.77823,             0.81379,             0.64683,           0.0053944,           0.0036717,           0.0063661,           0.0005901,           0.0005901,           0.0005901
                  98,           0.0098956,            0.010239,           0.0029527,             0.72358,             0.84419,             0.82283,             0.65834,           0.0053928,           0.0036603,           0.0061568,          0.00049208,          0.00049208,          0.00049208
                  99,            0.010236,            0.009866,           0.0045702,              0.7502,             0.83611,             0.83515,             0.66707,           0.0053833,           0.0036393,           0.0059128,          0.00039406,          0.00039406,          0.00039406
                 100,            0.011183,            0.010135,            0.004345,             0.75595,             0.83201,             0.83818,             0.67289,           0.0053256,            0.003595,           0.0059312,          0.00029604,          0.00029604,          0.00029604
